0.02500000	0.03125000	0.00267443
0.02520000	0.02929687	0.01000000
0.02540000	0.03027344	0.00218366
0.02560000	0.02929687	0.01000000
0.02580000	0.02929687	0.01000000
0.02600000	0.02929687	0.01000000
0.02620000	0.02929687	0.01000000
0.02640000	0.02832031	0.00218366
0.02660000	0.02832031	0.00218366
0.02680000	0.02636719	0.00267443
0.02700000	0.02441406	0.01000000
0.02720000	0.02441406	0.01000000
0.02740000	0.02441406	0.01000000
0.02760000	0.02636719	0.00267443
0.02780000	0.02441406	0.01000000
0.02800000	0.02441406	0.01000000
0.02820000	0.02441406	0.01000000
0.02840000	0.02441406	0.01000000
0.02860000	0.02441406	0.01000000
0.02880000	0.02441406	0.01000000
0.02900000	0.02441406	0.01000000
0.02920000	0.02441406	0.01000000
0.02940000	0.02441406	0.01000000
0.02960000	0.02441406	0.01000000
0.02980000	0.02441406	0.01000000
0.03000000	0.02441406	0.01000000
0.03020000	0.02441406	0.01000000
0.03040000	0.02441406	0.01000000
0.03060000	0.02441406	0.01000000
0.03080000	0.02441406	0.01000000
0.03100000	0.02539062	0.00218366
0.03120000	0.02539062	0.00218366
0.03140000	0.02636719	0.00267443
0.03160000	0.02539062	0.00218366
0.03180000	0.02929687	0.01000000
0.03200000	0.02929687	0.01000000
0.03220000	0.02929687	0.01000000
0.03240000	0.02832031	0.00218366
0.03260000	0.02929687	0.01000000
0.03280000	0.02929687	0.01000000
0.03300000	0.03125000	0.00267443
0.03320000	0.03222656	0.00267443
0.03340000	0.03417969	0.01000000
0.03360000	0.03320312	0.00218366
0.03380000	0.03417969	0.01000000
0.03400000	0.03417969	0.01000000
0.03420000	0.03417969	0.01000000
0.03440000	0.03515625	0.00218366
0.03460000	0.03417969	0.01000000
0.03480000	0.03515625	0.00218366
0.03500000	0.03808594	0.00218366
0.03520000	0.03417969	0.01000000
0.03540000	0.03515625	0.00218366
0.03560000	0.03515625	0.00218366
0.03580000	0.03613281	0.00267443
0.03600000	0.03613281	0.00267443
0.03620000	0.03613281	0.00267443
0.03640000	0.03417969	0.01000000
0.03660000	0.03613281	0.00267443
0.03680000	0.03417969	0.01000000
0.03700000	0.03417969	0.01000000
0.03720000	0.03515625	0.00218366
0.03740000	0.03417969	0.01000000
0.03760000	0.03417969	0.01000000
0.03780000	0.03417969	0.01000000
0.03800000	0.03320312	0.00218366
0.03820000	0.03222656	0.00267443
0.03840000	0.03125000	0.00267443
0.03860000	0.03027344	0.00218366
0.03880000	0.02929687	0.01000000
0.03900000	0.02929687	0.01000000
0.03920000	0.02929687	0.01000000
0.03940000	0.02734375	0.00267443
0.03960000	0.02441406	0.01000000
0.03980000	0.02441406	0.01000000
0.04000000	0.02441406	0.01000000
0.04020000	0.02441406	0.01000000
0.04040000	0.02441406	0.01000000
0.04060000	0.02441406	0.01000000
0.04080000	0.02441406	0.01000000
0.04100000	0.02441406	0.01000000
0.04120000	0.02441406	0.01000000
0.04140000	0.02441406	0.01000000
0.04160000	0.02441406	0.01000000
0.04180000	0.02441406	0.01000000
0.04200000	0.02441406	0.01000000
0.04220000	0.02539062	0.00218366
0.04240000	0.02636719	0.00267443
0.04260000	0.02734375	0.00267443
0.04280000	0.02929687	0.01000000
0.04300000	0.02929687	0.01000000
0.04320000	0.02929687	0.01000000
0.04340000	0.03125000	0.00267443
0.04360000	0.03320312	0.00218366
0.04380000	0.03417969	0.01000000
0.04400000	0.03417969	0.01000000
0.04420000	0.03613281	0.00267443
0.04440000	0.03808594	0.00218366
0.04460000	0.03808594	0.00218366
0.04480000	0.03906250	0.01000000
0.04500000	0.04296875	0.00218366
0.04520000	0.04394531	0.01000000
0.04540000	0.04589844	0.00267443
0.04560000	0.04882812	0.01000000
0.04580000	0.04882812	0.01000000
0.04600000	0.05175781	0.00267443
0.04620000	0.05175781	0.00267443
0.04640000	0.05371094	0.01000000
0.04660000	0.05371094	0.01000000
0.04680000	0.05371094	0.01000000
0.04700000	0.05664062	0.00267443
0.04720000	0.05859375	0.01000000
0.04740000	0.05859375	0.01000000
0.04760000	0.05859375	0.01000000
0.04780000	0.05859375	0.01000000
0.04800000	0.05859375	0.01000000
0.04820000	0.05859375	0.01000000
0.04840000	0.05859375	0.01000000
0.04860000	0.05761719	0.00218366
0.04880000	0.05664062	0.00267443
0.04900000	0.05371094	0.01000000
0.04920000	0.05371094	0.01000000
0.04940000	0.05371094	0.01000000
0.04960000	0.05175781	0.00267443
0.04980000	0.04882812	0.01000000
0.05000000	0.04882812	0.01000000
0.05020000	0.04492187	0.00218366
0.05040000	0.04394531	0.01000000
0.05060000	0.04394531	0.01000000
0.05080000	0.03906250	0.01000000
0.05100000	0.03808594	0.00218366
0.05120000	0.03515625	0.00218366
0.05140000	0.03417969	0.01000000
0.05160000	0.03320312	0.00218366
0.05180000	0.02929687	0.01000000
0.05200000	0.02929687	0.01000000
0.05220000	0.02832031	0.00218366
0.05240000	0.02539062	0.00218366
0.05260000	0.02636719	0.00267443
0.05280000	0.02441406	0.01000000
0.05300000	0.02441406	0.01000000
0.05320000	0.02441406	0.01000000
0.05340000	0.02441406	0.01000000
0.05360000	0.02832031	0.00218366
0.05380000	0.02929687	0.01000000
0.05400000	0.03027344	0.00218366
0.05420000	0.03417969	0.01000000
0.05440000	0.03906250	0.01000000
0.05460000	0.04296875	0.00218366
0.05480000	0.04882812	0.01000000
0.05500000	0.05371094	0.01000000
0.05520000	0.05859375	0.01000000
0.05540000	0.06835937	0.01000000
0.05560000	0.07812500	0.01000000
0.05580000	0.08789062	0.01000000
0.05600000	0.09667969	0.00218366
0.05620000	0.10742187	0.01000000
0.05640000	0.11718750	0.01000000
0.05660000	0.12792969	0.00218366
0.05680000	0.14160156	0.01000000
0.05700000	0.15625000	0.01000000
0.05720000	0.17089844	0.01000000
0.05740000	0.18945312	0.00218366
0.05760000	0.20507812	0.01000000
0.05780000	0.21972656	0.01000000
0.05800000	0.23925781	0.01000000
0.05820000	0.25585937	0.00267443
0.05840000	0.27343750	0.01000000
0.05860000	0.29687500	0.00218366
0.05880000	0.31738281	0.01000000
0.05900000	0.33691406	0.01000000
0.05920000	0.35644531	0.01000000
0.05940000	0.37597656	0.01000000
0.05960000	0.39550781	0.01000000
0.05980000	0.41894531	0.00218366
0.06000000	0.43945312	0.01000000
0.06020000	0.45898437	0.01000000
0.06040000	0.48242187	0.00218366
0.06060000	0.50292969	0.01000000
0.06080000	0.52246094	0.01000000
0.06100000	0.54101562	0.00218366
0.06120000	0.55957031	0.00267443
0.06140000	0.58105469	0.01000000
0.06160000	0.59667969	0.00218366
0.06180000	0.61621094	0.00218366
0.06200000	0.63476562	0.01000000
0.06220000	0.65136719	0.00267443
0.06240000	0.66601562	0.00267443
0.06260000	0.67871094	0.01000000
0.06280000	0.68945312	0.00218366
0.06300000	0.70312500	0.01000000
0.06320000	0.71289062	0.01000000
0.06340000	0.72265625	0.01000000
0.06360000	0.73046875	0.00267443
0.06380000	0.73730469	0.01000000
0.06400000	0.74218750	0.01000000
0.06420000	0.74707031	0.01000000
0.06440000	0.74804687	0.00218366
0.06460000	0.75195312	0.01000000
0.06480000	0.75000000	0.00267443
0.06500000	0.74804687	0.00218366
0.06520000	0.74707031	0.01000000
0.06540000	0.74218750	0.01000000
0.06560000	0.73730469	0.01000000
0.06580000	0.73242187	0.01000000
0.06600000	0.72265625	0.01000000
0.06620000	0.71289062	0.01000000
0.06640000	0.70312500	0.01000000
0.06660000	0.68945312	0.00218366
0.06680000	0.67773437	0.00218366
0.06700000	0.66406250	0.01000000
0.06720000	0.64941406	0.01000000
0.06740000	0.63476562	0.01000000
0.06760000	0.61718750	0.00267443
0.06780000	0.60058594	0.01000000
0.06800000	0.58105469	0.01000000
0.06820000	0.56152344	0.01000000
0.06840000	0.54199219	0.01000000
0.06860000	0.52246094	0.01000000
0.06880000	0.50292969	0.01000000
0.06900000	0.48339844	0.01000000
0.06920000	0.46386719	0.01000000
0.06940000	0.44335937	0.00218366
0.06960000	0.41992187	0.01000000
0.06980000	0.40039062	0.01000000
0.07000000	0.37988281	0.00218366
